student_id,final_score,ai_hours,prior_score,motivation,digital_skill,study_hours,assignment_quality,gender,class_id
409,70.68,11.09,75.81,7.32,6.51,16.24,88.18,0,3
410,54.33,0.0,52.63,3.95,3.6,7.46,66.31,1,4
411,89.98,16.8,94.23,6.51,7.3,15.8,98.99,1,3
412,78.08,10.81,81.84,8.01,5.62,13.98,92.3,0,8
413,62.67,0.0,60.97,3.04,1.0,12.69,59.18,0,1
414,56.23,2.43,56.01,4.08,5.0,10.39,64.47,0,15
415,67.41,8.37,73.92,5.58,5.21,11.3,91.02,1,7
416,80.18,5.51,64.89,5.3,4.63,12.31,74.66,1,7
417,73.05,7.07,72.49,5.1,6.53,15.64,86.53,1,19
418,51.87,0.0,57.75,3.23,2.33,6.72,69.98,0,7
419,70.59,4.83,62.58,4.9,4.46,12.14,64.93,1,4
420,75.34,10.48,75.12,9.11,6.41,18.8,87.4,1,15
421,68.98,5.81,73.34,4.92,4.83,12.16,78.11,0,19
422,69.27,7.68,81.0,6.2,3.2,11.9,76.88,1,7
423,64.75,4.26,60.65,3.81,2.63,14.51,76.77,1,18
424,69.49,10.0,72.34,4.95,5.66,9.16,86.78,1,9
425,70.76,8.15,69.94,6.41,5.1,13.87,82.13,0,12
426,68.03,1.25,67.02,5.19,2.91,6.86,69.35,1,13
427,71.14,8.13,72.17,5.93,4.53,14.67,81.76,0,8
428,55.78,6.07,67.02,3.58,5.12,9.3,71.36,1,5
429,75.41,10.43,69.87,7.46,5.94,14.09,83.61,1,4
430,71.3,6.3,77.67,6.03,6.36,12.25,75.15,1,4
431,71.13,8.81,69.21,7.59,5.13,16.12,78.0,0,8
432,71.89,6.9,76.95,8.18,5.48,16.72,89.06,0,17
433,70.54,6.04,73.97,6.85,6.41,13.5,76.26,1,12
434,73.37,7.59,60.94,4.67,4.32,9.17,73.02,1,3
435,49.75,3.13,51.11,3.39,4.47,8.43,68.04,0,15
436,74.92,5.72,66.65,5.32,5.33,12.19,79.38,0,8
437,51.53,0.0,62.69,3.01,3.79,13.08,64.19,0,2
438,69.36,6.42,74.31,5.56,7.72,15.24,83.23,0,4
439,67.89,6.99,74.72,3.72,2.83,11.88,74.37,1,14
440,74.35,5.4,74.16,4.31,6.27,10.97,81.42,0,9
441,65.83,5.89,60.5,5.86,3.46,14.31,68.38,1,2
442,61.38,5.81,59.1,5.43,6.08,13.71,72.62,1,20
443,55.55,3.94,57.49,4.99,5.91,14.37,72.01,0,6
444,74.35,4.78,64.42,5.73,4.1,10.85,72.18,1,15
445,60.38,0.06,63.01,3.6,4.51,12.41,68.55,0,9
446,72.37,5.58,65.0,5.88,5.66,16.01,71.45,1,14
447,66.16,2.64,66.57,3.68,2.15,11.38,73.92,0,8
448,44.66,4.9,45.97,1.71,6.01,5.46,60.9,1,8
449,69.39,1.57,66.79,4.91,2.94,10.38,76.84,1,13
450,69.7,10.88,78.57,6.44,4.2,15.96,88.31,0,14
451,85.45,14.64,76.9,6.03,8.0,13.46,91.29,1,13
452,82.02,15.98,86.88,6.42,8.71,16.89,94.18,1,5
453,57.17,1.4,56.33,4.54,4.46,11.28,69.95,0,19
454,70.5,8.93,60.88,6.73,5.81,12.47,80.19,0,4
455,78.48,13.01,73.55,8.03,6.7,17.39,88.34,0,16
456,72.24,8.65,80.53,5.97,4.21,12.78,89.49,0,16
457,66.77,11.06,78.32,5.9,7.39,17.73,76.76,1,6
458,62.38,3.44,66.12,6.1,2.34,13.76,64.18,1,19
459,60.06,4.68,70.75,4.02,3.72,9.98,74.61,0,2
460,76.7,7.65,82.08,6.85,4.54,13.87,80.48,1,5
461,70.26,9.08,68.82,5.46,4.34,14.67,87.07,1,13
462,69.97,10.42,62.96,4.98,5.6,12.04,78.99,0,14
463,67.72,2.83,54.56,5.14,2.51,9.12,71.38,1,3
464,86.14,18.52,94.17,9.5,6.15,18.06,99.31,1,1
465,75.03,10.39,81.44,6.69,6.37,16.43,77.4,1,15
466,71.37,4.57,69.97,5.88,4.46,14.56,76.5,1,2
467,55.44,2.01,58.23,4.91,5.19,8.35,68.65,1,11
468,54.27,0.0,59.55,3.81,2.82,11.11,65.81,0,15
469,76.16,9.74,76.31,7.22,4.05,14.92,70.49,0,12
470,69.7,5.09,58.96,6.18,6.6,14.07,76.12,1,14
471,63.47,2.99,67.14,5.62,3.68,13.75,76.92,0,4
472,53.52,2.76,53.15,3.42,3.95,10.68,68.23,0,14
473,70.08,2.68,67.13,5.42,2.15,12.32,74.27,0,9
474,80.71,15.46,80.68,7.38,5.69,13.82,98.35,0,3
475,73.12,10.46,76.54,6.86,5.45,11.61,80.15,0,20
476,69.43,4.57,69.36,6.52,4.92,14.71,71.16,0,18
477,71.63,7.47,68.12,8.58,3.57,16.87,75.76,0,10
478,66.5,7.6,74.12,5.33,3.89,13.87,82.59,0,12
479,70.42,8.01,71.8,5.75,8.42,12.49,88.85,1,13
480,57.96,0.0,63.55,2.63,3.92,12.88,54.92,1,2
481,79.56,15.27,82.0,9.08,8.02,16.52,88.28,0,12
482,74.3,9.71,82.59,7.71,6.77,15.54,89.8,0,11
483,85.74,16.12,95.0,8.49,5.64,13.72,90.88,0,9
484,46.03,0.0,43.89,1.65,1.0,3.0,55.43,1,9
485,69.4,4.55,64.25,3.47,3.11,6.66,65.27,0,3
486,70.23,6.84,60.85,4.92,3.1,11.31,69.76,1,11
487,62.01,6.32,63.85,4.02,4.51,9.59,70.29,1,7
488,52.11,2.52,51.95,5.12,6.77,10.52,67.16,0,5
489,53.43,3.08,59.3,1.53,3.79,10.29,65.27,1,13
490,65.33,2.21,72.26,5.02,5.48,12.52,69.64,1,16
491,79.94,12.47,76.61,6.05,5.73,15.84,86.93,0,16
492,82.63,11.22,76.35,7.11,6.67,18.23,84.48,1,8
493,80.35,8.64,77.5,6.36,5.55,11.75,76.63,1,19
494,70.95,6.87,65.07,4.39,5.25,13.71,80.38,1,14
495,78.01,6.05,73.99,5.84,3.06,15.21,79.36,1,3
496,69.32,6.5,81.09,5.57,3.43,10.31,83.51,1,18
497,42.4,0.0,43.46,1.42,1.72,9.29,57.94,1,6
498,63.91,7.11,78.92,4.53,6.47,12.88,80.18,1,14
499,69.06,6.65,61.16,5.28,6.69,15.06,71.84,1,12
500,67.48,0.01,55.7,1.68,4.22,8.54,65.34,0,5
501,57.04,0.95,56.97,4.44,2.04,12.36,61.84,0,15
502,55.54,0.34,54.89,3.21,3.83,12.4,64.58,0,11
503,65.35,7.1,57.79,4.66,7.33,8.53,77.62,1,12
504,65.44,3.31,69.55,3.71,4.47,9.52,69.03,1,5
505,77.78,6.32,95.0,7.0,5.11,15.54,87.95,1,8
506,70.52,5.58,67.33,6.66,5.69,12.01,79.78,1,8
507,73.24,8.64,72.71,6.91,5.94,17.59,86.29,0,4
508,71.9,7.16,68.94,4.83,5.72,13.57,78.68,1,17
509,61.18,0.45,48.82,3.67,2.37,13.2,59.84,0,20
510,54.19,3.76,57.08,4.66,6.34,11.5,69.94,0,15
511,68.6,8.33,69.67,5.73,3.28,14.32,78.02,0,9
512,67.18,4.28,68.85,3.51,4.37,9.09,72.85,0,4
513,71.23,7.23,78.87,5.92,6.79,9.71,89.74,0,4
514,71.59,4.94,65.94,4.98,4.53,12.7,72.37,1,12
515,60.68,0.0,62.7,1.59,3.9,7.0,60.95,1,20
516,70.07,0.0,67.84,4.69,2.51,12.46,80.71,0,19
517,53.74,3.03,56.41,2.76,3.86,10.83,69.16,0,4
518,69.88,7.95,64.25,5.84,6.91,13.06,82.83,0,17
519,62.74,3.53,56.34,5.4,5.39,15.34,71.56,1,10
520,63.33,4.93,63.25,6.43,5.31,13.33,85.77,1,4
521,79.93,10.43,69.44,6.43,6.14,9.81,86.65,0,12
522,51.5,0.58,42.27,2.46,5.11,4.34,62.85,0,14
523,69.29,6.03,80.53,4.89,5.69,18.58,72.88,0,11
524,76.47,11.15,72.17,6.37,7.97,12.76,84.37,1,7
525,68.68,4.58,60.91,4.56,6.78,13.11,75.78,0,12
526,49.4,0.0,57.02,1.91,1.0,8.07,64.26,0,18
527,84.54,14.67,91.37,8.36,6.3,16.48,99.18,1,19
528,80.24,11.5,79.3,6.17,4.89,12.28,93.03,1,6
529,49.3,0.0,58.24,2.36,4.11,7.37,66.22,1,6
530,65.45,3.51,57.26,4.47,5.63,10.49,65.79,0,11
531,75.03,7.87,84.18,6.61,4.78,11.46,91.66,1,6
532,51.74,0.0,55.88,1.52,3.61,7.34,63.84,0,3
533,78.08,8.43,61.69,7.08,6.04,15.01,77.78,0,20
534,62.42,7.56,77.47,6.58,2.88,13.96,75.03,1,14
535,79.83,11.84,84.98,6.79,6.16,12.7,86.73,1,17
536,65.94,5.34,62.33,6.1,3.99,11.96,78.15,0,12
537,61.9,4.07,65.95,4.18,6.19,7.95,69.49,1,6
538,72.66,10.99,64.87,5.86,6.68,19.85,90.04,0,8
539,64.07,4.86,64.01,4.86,4.88,13.2,72.07,0,15
540,63.32,0.0,61.52,4.98,2.95,7.83,68.42,1,17
541,68.24,7.56,79.94,5.39,6.9,9.59,82.92,0,9
542,65.45,3.26,70.31,5.59,3.12,10.59,74.49,0,16
543,57.75,2.4,57.46,3.92,5.38,10.21,67.6,0,12
544,80.89,8.57,82.41,8.9,5.57,18.51,86.44,1,14
545,75.53,4.72,71.39,6.51,5.01,13.81,73.96,1,20
546,71.74,4.24,67.98,4.91,5.58,14.37,78.29,0,5
547,62.76,0.0,65.36,3.64,4.35,12.35,65.06,0,8
548,70.92,4.73,70.62,5.59,5.22,14.48,74.51,1,9
549,64.26,3.34,52.52,4.07,4.46,10.61,73.01,0,15
550,85.65,14.75,84.99,8.3,6.94,17.44,97.23,1,16
551,60.25,2.49,73.07,3.84,2.57,9.48,70.78,0,12
552,68.08,14.02,81.8,8.28,6.23,17.93,86.19,0,1
553,68.83,7.73,67.8,4.17,5.83,10.27,75.84,1,10
554,71.7,7.17,63.6,7.15,4.41,15.17,81.86,0,15
555,54.38,0.0,59.34,3.03,2.35,8.37,60.35,1,10
556,77.15,8.1,74.86,6.36,4.3,12.81,81.07,0,11
557,66.61,2.34,65.01,3.34,6.4,8.85,78.09,1,12
558,76.46,11.34,80.75,6.23,5.4,10.28,97.38,1,13
559,59.08,0.06,55.04,2.37,3.28,9.2,60.01,1,8
560,72.42,7.71,62.32,6.35,4.46,13.59,77.89,1,8
561,62.51,6.7,74.07,4.76,4.33,13.88,78.67,1,17
562,55.75,5.65,51.4,3.02,7.33,7.99,67.95,0,14
563,78.87,14.67,86.2,7.03,7.85,16.26,91.4,1,5
564,69.69,9.2,68.62,8.45,5.05,18.32,89.1,0,2
565,69.05,11.38,63.82,8.57,6.68,12.83,89.17,1,5
566,60.71,0.0,38.64,2.15,3.24,7.85,62.6,0,5
567,67.95,8.82,59.36,4.25,5.3,13.75,75.82,0,8
568,67.68,6.62,60.6,5.94,5.36,10.06,76.27,1,12
569,67.33,8.19,73.59,4.73,4.62,12.61,82.97,1,13
570,80.33,10.7,76.35,6.18,4.8,15.9,82.67,0,7
571,80.49,13.2,83.44,8.0,5.59,15.46,90.4,1,18
572,69.06,4.84,60.29,7.05,2.26,13.31,77.36,0,2
573,53.06,1.03,50.19,3.61,3.36,8.44,69.57,1,1
574,59.88,1.11,64.91,4.72,2.61,11.38,65.18,1,2
575,46.24,0.0,50.79,1.47,2.06,10.28,62.22,1,11
576,71.64,3.95,58.6,4.14,3.99,11.44,66.81,1,4
577,72.1,7.9,57.42,5.87,4.05,12.87,78.56,1,4
578,67.03,7.21,71.92,7.46,4.11,14.53,83.82,1,14
579,56.15,0.59,63.44,4.85,2.33,10.74,62.77,1,11
580,64.81,0.0,54.04,3.33,1.41,11.26,64.54,1,18
581,71.19,11.15,68.66,7.97,6.78,15.05,90.31,1,12
582,53.41,0.0,51.44,5.26,3.1,12.78,71.46,1,9
583,70.99,6.95,75.07,4.13,6.4,16.33,78.65,0,13
584,66.43,8.47,65.31,5.33,5.71,12.48,81.23,0,12
585,69.97,7.05,76.7,5.31,4.34,15.14,76.43,1,12
586,66.63,1.81,60.44,5.2,3.78,11.38,75.49,1,7
587,73.27,5.93,66.09,6.08,7.32,17.71,81.05,1,9
588,69.22,2.25,56.09,4.77,5.27,11.52,64.96,0,1
589,59.05,4.81,70.08,3.53,2.22,10.47,72.18,1,20
590,72.06,9.38,82.12,8.25,4.86,18.77,83.72,0,1
591,73.54,12.94,78.04,7.22,9.45,11.39,83.13,0,4
592,55.01,2.08,50.19,5.04,2.85,12.46,65.43,0,20
593,49.44,0.0,54.85,1.08,2.66,8.44,60.35,0,4
594,74.83,10.21,70.92,5.16,7.07,10.02,84.59,0,13
595,74.77,14.28,73.74,6.45,7.61,15.39,93.59,1,10
596,66.64,7.36,70.28,5.42,4.35,18.27,75.76,1,11
597,74.18,13.18,81.81,8.39,5.89,14.38,84.97,1,15
598,72.66,0.0,60.5,3.88,4.83,10.38,69.61,0,15
599,72.35,5.27,73.52,5.67,2.54,16.69,78.89,1,3
600,71.85,0.83,69.55,5.83,2.6,8.88,74.66,1,18
601,72.91,8.96,74.84,4.3,4.79,12.6,83.45,0,5
602,69.01,3.12,63.58,5.28,5.03,12.33,69.85,0,20
603,64.85,2.3,54.06,5.42,1.84,10.55,71.08,0,7
604,53.73,3.0,50.71,3.64,3.07,12.53,68.8,1,12
605,64.66,4.55,59.03,5.59,3.88,7.74,70.85,1,6
606,77.6,14.83,76.88,6.8,7.82,14.26,86.8,0,19
607,84.65,9.72,75.27,6.49,5.04,14.28,83.08,0,8
608,54.48,0.0,56.26,3.95,2.13,9.93,72.83,1,20
609,70.27,2.24,66.6,7.49,2.41,17.25,75.13,0,6
610,82.35,10.21,66.88,6.92,6.02,11.94,86.26,0,17
611,89.18,16.82,91.19,7.49,6.74,11.24,98.87,0,18
612,63.18,6.34,55.8,5.02,5.47,11.86,65.1,0,14
613,58.01,4.19,66.87,4.89,4.13,11.55,70.48,1,10
614,62.38,6.2,62.4,5.26,4.11,10.09,68.97,1,2
615,84.62,9.58,77.35,7.43,5.01,14.34,96.42,0,16
616,83.61,5.51,67.95,5.74,2.44,12.35,81.05,1,19
617,64.34,1.2,62.18,3.21,4.74,10.27,69.08,0,9
618,54.25,0.0,44.46,1.0,3.1,8.94,61.12,0,18
619,73.48,3.26,70.98,4.19,3.58,14.53,81.04,1,19
620,57.64,1.34,64.99,4.05,1.79,7.85,61.92,0,3
621,85.24,10.73,65.55,6.72,4.93,13.98,85.39,0,3
622,59.12,0.0,55.68,4.85,3.0,10.55,64.77,1,8
623,67.46,1.45,60.77,3.43,3.87,10.76,72.86,0,7
624,67.31,6.45,68.43,2.39,4.4,7.13,82.25,1,17
625,76.81,8.68,87.36,6.8,5.06,15.03,86.08,1,11
626,69.87,7.72,72.12,8.42,6.83,10.88,82.53,0,10
627,79.14,9.4,86.67,5.2,4.57,14.15,86.37,0,17
628,70.54,5.7,70.22,5.7,4.47,9.18,82.86,0,20
629,46.93,0.0,37.78,2.12,3.91,6.17,56.54,0,12
630,73.14,6.78,72.18,5.73,5.27,12.5,73.33,1,4
631,75.21,12.56,78.51,6.57,7.02,15.07,89.79,0,6
632,77.08,8.81,73.23,5.01,6.99,13.12,82.56,1,18
633,70.26,8.71,65.18,2.96,4.27,11.53,76.89,1,1
634,55.42,3.11,61.92,4.3,2.95,9.64,72.58,1,1
635,69.71,8.45,72.13,6.25,5.16,12.59,80.68,1,11
636,63.88,1.62,68.63,5.9,3.79,14.53,70.2,0,13
637,54.94,1.75,56.32,2.91,1.75,10.46,66.33,1,11
638,50.44,0.0,53.29,3.49,2.53,9.29,63.0,1,2
639,56.01,0.0,57.34,4.18,4.43,9.43,62.58,0,19
640,45.34,3.45,54.9,3.42,4.32,9.12,60.41,1,14
641,64.64,4.49,64.14,4.74,2.34,14.14,75.96,1,16
642,65.8,6.25,57.86,7.66,5.35,14.99,72.33,1,2
643,53.44,0.03,45.75,1.39,3.67,6.92,64.61,1,7
644,84.59,13.16,86.46,7.56,8.46,14.39,92.11,1,9
645,71.21,13.28,84.32,8.9,6.96,15.85,87.52,1,2
646,69.49,5.68,57.55,4.23,4.21,10.47,76.08,1,7
647,57.17,3.55,53.34,4.41,6.74,7.33,62.91,0,2
648,66.74,4.93,83.58,3.81,3.96,12.32,79.1,1,15
649,68.32,2.27,63.56,3.43,3.27,8.09,69.64,0,19
650,78.27,9.23,80.0,5.63,6.64,14.12,86.39,1,6
651,69.15,4.64,68.57,3.09,5.36,15.6,69.32,1,12
652,55.58,0.0,51.12,3.6,3.99,10.98,69.88,0,16
653,58.4,3.7,69.99,6.09,3.73,12.88,79.75,0,3
654,71.75,8.06,73.39,6.55,4.73,12.58,76.02,0,7
655,64.44,4.4,68.54,4.83,3.76,13.28,71.47,1,6
656,69.15,6.79,73.89,6.83,6.33,15.46,80.33,1,5
657,55.48,0.0,41.19,2.66,5.43,6.25,63.58,0,7
658,84.61,11.2,84.54,5.93,8.55,14.46,84.35,0,16
659,63.36,3.33,59.98,3.88,1.79,9.27,64.24,1,15
660,75.62,7.49,70.74,5.23,4.5,10.51,75.29,0,18
661,64.29,2.56,63.67,5.06,4.92,14.93,65.66,0,12
662,56.96,8.03,61.25,4.82,5.96,11.54,73.65,1,15
663,64.76,6.96,56.45,6.48,6.93,15.76,82.31,1,4
664,69.79,8.8,64.78,5.27,6.86,14.2,83.04,1,1
665,74.11,8.04,76.49,8.15,5.45,14.31,83.97,1,2
666,54.56,0.83,62.12,4.5,1.89,11.72,69.44,1,10
667,57.77,7.98,76.62,4.83,3.41,6.91,73.57,1,12
668,76.39,17.97,76.3,7.03,8.1,12.21,96.27,1,5
669,72.13,10.84,83.21,7.35,7.24,13.41,77.85,1,3
670,59.55,2.12,56.03,4.7,5.65,11.47,66.61,0,8
671,76.85,11.58,80.44,7.15,6.41,15.88,87.31,0,12
672,66.6,7.44,69.66,6.73,7.26,15.91,77.66,0,2
673,61.89,4.87,52.03,4.09,6.81,8.72,67.72,0,18
674,72.4,9.89,67.37,5.61,6.44,14.11,81.42,1,5
675,81.59,7.27,87.93,6.81,5.29,16.64,90.17,0,13
676,68.32,3.78,63.02,4.61,2.6,11.99,78.09,1,17
677,70.26,4.63,74.91,6.41,3.23,12.91,74.23,1,4
678,68.0,4.35,65.68,3.36,5.31,11.3,69.48,1,1
679,48.06,0.0,43.61,1.61,4.78,7.66,56.54,1,6
680,75.52,8.08,88.3,6.04,5.89,18.75,79.56,1,17
681,73.26,6.64,75.22,6.26,3.07,16.35,71.89,0,1
682,67.5,4.87,67.59,3.94,3.66,10.38,78.88,1,9
683,65.8,4.99,66.26,5.34,3.83,13.44,76.49,1,9
684,65.73,1.03,58.33,2.57,3.66,6.15,61.5,1,3
685,61.05,3.17,64.46,4.45,5.15,14.59,72.46,0,6
686,73.46,11.46,68.45,4.24,7.2,10.21,83.42,1,15
687,71.78,3.6,69.79,5.7,2.93,7.36,72.12,0,3
688,76.11,8.62,83.34,7.65,3.8,14.16,83.61,1,18
689,66.26,7.15,81.97,5.07,3.69,8.9,80.4,0,11
690,78.02,8.48,76.85,6.16,6.44,13.29,82.6,1,7
691,72.89,6.95,65.7,6.2,4.55,11.69,78.82,1,12
692,76.01,15.29,73.31,7.7,6.31,15.5,90.14,1,18
693,64.22,2.16,52.65,3.77,3.07,9.36,61.39,1,2
694,78.28,2.84,64.16,4.02,4.19,12.12,65.95,1,12
695,80.89,11.38,74.5,8.15,5.67,16.64,89.38,1,12
696,72.48,4.24,73.2,3.87,5.62,9.79,76.85,0,1
697,67.38,7.37,75.51,5.71,5.29,10.08,77.66,1,18
698,72.67,9.43,79.9,6.61,6.62,15.24,81.68,1,18
699,53.8,0.82,55.66,3.13,4.82,9.36,61.32,0,10
700,76.2,9.08,81.15,6.37,5.45,10.31,79.15,1,1
701,57.88,5.36,64.08,5.34,4.89,10.54,73.35,1,10
702,66.48,9.43,66.3,4.46,4.77,9.33,70.09,1,2
703,74.3,9.03,80.63,7.26,5.01,15.42,77.97,1,2
704,65.71,4.78,57.78,5.41,4.59,8.41,76.74,1,16
705,60.8,1.68,72.72,2.7,3.64,9.96,65.43,0,6
706,77.32,10.13,80.83,6.62,5.01,13.07,84.05,1,4
707,68.48,3.09,50.95,3.67,6.13,8.12,72.92,1,18
708,63.13,6.6,65.92,5.12,4.99,11.7,78.45,1,4
709,58.08,1.82,65.15,4.35,4.75,8.23,69.06,1,6
710,69.56,6.63,77.7,5.13,4.45,12.83,72.44,1,4
711,85.02,10.63,79.31,7.2,4.32,13.26,87.81,0,1
712,64.78,2.17,60.41,3.14,3.67,10.26,69.72,0,17
713,77.07,11.27,82.9,7.01,5.22,16.23,78.82,0,17
714,64.85,2.58,66.59,5.24,4.18,7.33,73.96,1,5
715,88.69,9.22,79.5,8.17,5.17,17.01,88.46,0,3
716,67.47,10.45,64.12,6.45,6.29,11.29,80.33,1,5
717,56.97,0.0,49.7,1.0,2.19,4.5,61.67,1,13
718,70.19,8.3,77.51,5.6,7.56,11.35,71.21,0,12
719,76.12,6.59,67.53,7.6,5.77,14.68,75.4,1,1
720,75.94,9.98,78.34,6.93,6.92,14.08,80.12,0,14
721,65.51,6.16,71.64,5.85,5.16,10.82,77.32,0,3
722,77.73,7.55,61.49,5.35,5.35,12.3,78.65,1,2
723,76.13,6.77,70.56,5.1,4.72,16.43,70.26,1,11
724,55.32,5.46,65.17,4.46,5.11,9.58,67.3,0,6
725,78.3,12.55,75.22,6.74,6.65,10.32,91.59,1,4
726,57.82,3.0,51.8,3.36,3.56,5.48,75.71,0,9
727,61.79,3.24,75.64,3.87,3.81,9.94,76.02,1,17
728,65.66,5.6,65.89,4.03,5.01,8.1,78.68,0,4
729,72.37,4.55,64.6,3.19,6.7,10.26,72.97,0,3
730,54.81,3.09,58.86,4.1,5.15,9.24,68.69,1,10
731,61.36,1.92,56.56,3.83,4.89,11.73,71.4,0,4
732,50.65,3.74,56.19,2.72,3.4,9.71,68.17,1,11
733,50.51,0.0,41.72,1.09,2.12,4.28,56.56,0,8
734,69.98,3.8,68.14,4.56,4.16,9.98,73.07,0,7
735,64.3,2.14,65.6,6.35,3.04,10.97,75.06,0,13
736,91.4,11.68,89.39,8.38,4.35,16.11,100.0,1,16
737,71.19,8.96,72.82,6.73,5.71,16.88,78.13,0,10
738,88.37,18.16,82.32,8.5,7.86,15.71,100.0,0,8
739,62.64,9.94,59.6,5.23,5.46,14.9,79.73,1,12
740,67.78,4.5,65.51,6.21,2.79,13.81,76.6,0,9
741,63.09,5.22,67.58,5.44,5.68,13.46,72.88,0,3
742,86.26,12.54,79.8,7.89,5.6,18.02,89.87,1,10
743,81.48,7.89,81.32,5.66,4.03,13.61,81.83,1,11
744,64.39,5.16,66.35,4.96,1.55,14.88,75.27,1,5
745,72.57,12.69,83.02,6.91,5.08,16.09,92.44,1,9
746,73.37,5.01,66.47,6.17,3.78,10.35,79.0,1,2
747,75.43,8.19,73.01,6.42,6.59,11.63,78.93,0,1
748,76.97,12.25,74.58,9.62,5.19,13.39,87.84,1,15
749,91.64,11.21,90.31,6.32,5.63,15.13,93.16,0,13
750,63.88,7.34,72.08,7.0,6.31,13.81,69.74,1,2
751,56.47,0.0,65.1,3.26,1.0,7.43,68.4,0,5
752,58.42,6.99,55.55,6.02,9.39,12.63,73.55,1,3
753,67.8,4.69,64.67,4.79,4.86,15.23,73.9,0,9
754,63.71,7.83,72.5,6.09,5.05,9.49,86.83,1,6
755,72.94,11.0,61.66,5.69,4.39,13.29,78.88,0,6
756,76.1,8.73,78.83,6.75,5.18,13.86,83.06,0,11
757,51.94,0.0,54.0,1.1,3.28,9.02,62.66,1,9
758,71.4,9.72,82.57,5.86,4.76,12.71,84.0,0,20
759,54.85,7.42,67.5,4.4,5.09,15.1,77.86,1,4
760,69.34,8.31,71.77,6.67,6.44,13.36,78.66,0,18
761,70.31,3.89,72.91,5.25,4.97,12.45,72.59,0,13
762,70.72,9.52,74.48,6.43,4.15,11.4,76.61,0,14
763,77.16,10.84,78.99,6.54,5.11,14.07,91.34,1,14
764,74.14,11.2,78.25,7.76,4.72,13.31,87.17,0,8
765,66.62,6.89,65.22,4.93,5.71,11.69,77.67,0,6
766,63.23,4.58,67.25,4.1,5.39,6.39,82.18,0,17
767,85.28,10.17,77.01,6.53,5.89,14.05,91.58,0,4
768,61.21,0.0,64.28,4.41,1.1,12.21,69.56,0,11
769,90.28,14.53,83.25,7.0,6.06,13.75,93.27,1,3
770,66.02,0.55,76.39,4.83,3.6,12.48,70.47,1,18
771,64.32,1.88,73.07,4.9,2.48,10.82,70.06,1,9
772,77.93,11.84,88.72,9.43,7.15,17.78,96.32,1,9
773,76.9,10.91,69.96,7.85,4.55,15.24,83.11,0,5
774,58.33,5.42,57.5,4.56,2.75,15.14,72.49,1,14
775,59.43,6.42,73.52,5.07,7.13,9.95,74.81,0,6
776,49.65,3.18,62.91,4.11,3.84,10.42,69.63,0,15
777,85.53,15.64,87.35,8.94,7.58,17.68,98.02,1,12
778,75.0,6.71,62.27,5.22,5.82,16.08,75.88,0,9
779,56.44,0.26,54.92,3.47,2.15,9.94,67.07,0,9
780,64.8,10.0,67.02,4.53,4.57,12.42,85.66,1,12
781,72.4,4.69,73.53,5.84,6.6,12.21,73.95,1,9
782,67.6,1.69,79.68,4.94,1.36,12.75,69.18,1,7
783,62.66,0.8,62.01,1.61,3.15,7.99,68.66,0,16
784,60.92,2.99,65.53,4.12,2.82,15.32,70.56,0,8
785,69.0,6.31,68.04,4.67,4.41,10.0,92.64,1,17
786,56.88,0.0,47.18,2.87,4.84,7.23,63.48,1,12
787,55.79,0.0,62.07,5.92,4.36,12.08,68.15,1,19
788,65.8,3.92,64.31,5.02,5.32,13.57,72.79,0,16
789,80.5,3.22,81.21,5.53,3.1,13.43,80.21,0,11
790,90.4,16.25,73.38,7.55,7.56,14.33,94.63,0,12
791,80.67,10.08,82.17,6.67,7.6,16.33,85.78,0,3
792,65.42,0.0,59.85,2.23,3.09,7.79,68.9,1,11
793,79.19,4.59,77.27,7.48,4.77,10.12,79.12,1,9
794,71.46,6.91,59.72,7.44,5.68,12.98,81.59,1,6
795,73.4,7.96,67.59,5.49,5.15,13.99,85.09,1,1
796,78.48,10.35,76.69,8.34,4.73,14.75,89.89,1,20
797,68.14,5.74,64.0,6.02,5.19,12.89,80.68,0,9
798,60.51,1.09,59.86,3.77,4.28,8.64,62.2,0,6
799,71.71,3.72,76.46,6.68,4.76,15.87,80.75,1,7
800,54.27,0.08,58.71,2.63,4.12,8.41,60.0,1,15
